554212900,22.5797835705,113.9259551144,4,12,0.384938,83.854237,0.000000,0,0
554213000,22.5797835686,113.9259550960,4,12,0.994669,83.567904,0.000000,-6,12
554213100,22.5797835664,113.9259551062,4,12,5.639339,83.850955,0.000000,0,-23
554213200,22.5797835646,113.9259551092,4,12,10.300081,83.846328,0.000000,-10,11
554213300,22.5797835820,113.9259551093,4,12,16.211264,83.847654,0.000000,4,5
554213400,22.5797835904,113.9259551103,4,12,23.208855,84.011428,0.000000,21,-3
554213500,22.5797835695,113.9259551088,4,12,31.014660,83.910266,0.000000,10,4
554213600,22.5797835755,113.9259551073,4,12,40.972160,83.908685,0.000000,-26,-1
554213700,22.5797835627,113.9259551015,4,12,44.325932,83.981423,0.000000,7,0
554213800,22.5797835685,113.9259551017,4,12,44.322575,83.755999,0.000000,-11,-3
554213900,22.5797835675,113.9259551121,4,12,63.263035,83.603587,0.000000,3,-3
554214000,22.5797835494,113.9259551025,4,12,63.259983,83.387935,0.000000,2,10
554214100,22.5797835395,113.9259551099,4,12,63.259068,83.611726,0.000000,-19,-8
554214200,22.5797835734,113.9259551128,4,12,63.260288,83.474549,0.000000,-9,10
554214300,22.5797835682,113.9259551153,4,12,84.630524,83.394971,0.000000,43,6
554214400,22.5797835727,113.9259551124,4,12,87.755768,83.619771,0.000000,-3,3
554214500,22.5797835752,113.9259551163,4,12,89.291603,83.835950,0.000000,10,-2
554214600,22.5797835401,113.9259551090,4,12,89.287941,83.913415,0.000000,-2,3
554214700,22.5797835548,113.9259551092,4,12,93.341484,84.340374,0.000000,-19,-4
554214800,22.5797835606,113.9259551136,4,12,94.089470,84.184531,0.000000,18,3
554214900,22.5797835430,113.9259551124,4,12,94.081535,83.886287,0.000000,13,8
554215000,22.5797835466,113.9259551104,4,12,94.744141,83.884666,0.000000,-15,-6
554215100,22.5797835506,113.9259551077,4,12,94.595963,83.736941,0.000000,0,-4
554215200,22.5797835525,113.9259551075,4,12,94.310440,83.659992,0.000000,6,-1
554215300,22.5797835315,113.9259551098,4,12,94.310745,83.658031,0.000000,6,4
554215400,22.5797835581,113.9259551075,4,12,93.081650,83.444793,0.000000,-20,0
554215500,22.5797835406,113.9259550987,4,12,92.381477,83.588955,0.000000,35,-1
554215600,22.5797835748,113.9259550971,4,12,91.682442,83.521795,0.000000,-23,-6
554215700,22.5797835522,113.9259551097,4,12,91.253769,83.595151,0.000000,44,-2
554215800,22.5797835341,113.9259551083,4,12,90.315491,83.818703,0.000000,-31,13
554215900,22.5797835458,113.9259550959,4,12,89.670532,83.459714,0.000000,-16,-3
554216000,22.5797835436,113.9259550976,4,12,89.114288,83.163428,0.000000,14,-10
554216100,22.5797835586,113.9259551031,4,12,88.291306,83.464177,0.000000,-3,3
554216200,22.5797835617,113.9259551021,4,12,88.051422,83.473025,0.000000,22,5
554216300,22.5797835450,113.9259551180,4,12,87.159027,83.184315,0.000000,8,0
554216400,22.5797835642,113.9259551174,4,12,86.701530,83.109430,0.000000,-21,16
554216500,22.5797835563,113.9259551140,4,12,86.699699,83.194713,0.000000,26,2
554216600,22.5797835380,113.9259551106,4,12,85.637955,83.256485,0.000000,-7,-3
554216700,22.5797835447,113.9259551166,4,12,85.291138,83.408860,0.000000,-18,-4
554216800,22.5797835456,113.9259550863,4,12,85.288086,83.481150,0.000000,9,8
554216900,22.5797835456,113.9259551057,4,12,85.283813,83.696167,0.000000,2,-13
554217000,22.5797835501,113.9259551012,4,12,84.562347,83.696167,0.000000,-7,19
554217100,22.5797835388,113.9259550997,4,12,84.377594,83.549259,0.000000,15,-4
554217200,22.5797835237,113.9259551028,4,12,84.244865,83.696167,0.000000,-13,2
554217300,22.5797835240,113.9259551009,4,12,84.108833,83.696167,0.000000,-21,-1
554217400,22.5797835347,113.9259550986,4,12,83.996399,83.553444,0.000000,6,0
554217500,22.5797835326,113.9259551028,4,12,83.874451,83.259275,0.000000,18,0
554217600,22.5797835199,113.9259551154,4,12,83.726654,83.476756,0.000000,3,6
554217700,22.5797835264,113.9259551078,4,12,83.639824,83.474549,0.000000,-15,10
554217800,22.5797835264,113.9259551042,4,12,83.569260,83.472336,0.000000,9,-6
554217900,22.5797835235,113.9259551091,4,12,83.526924,83.688589,0.000000,6,-4
554218000,22.5797835397,113.9259551057,4,12,83.538483,83.907099,0.000000,-4,10
554218100,22.5797835240,113.9259551169,4,12,83.570061,83.981423,0.000000,23,-4
554218200,22.5797835254,113.9259551090,4,12,83.672554,84.054165,0.000000,-15,10
554218300,22.5797835474,113.9259551077,4,12,83.705040,83.905509,0.000000,4,-5
554218400,22.5797835271,113.9259551077,4,12,83.733368,84.051412,0.000000,30,-3
554218500,22.5797835353,113.9259550950,4,12,83.793579,83.908685,0.000000,-21,2
554218600,22.5797835304,113.9259551124,4,12,83.795647,83.766797,0.000000,10,-10
554218700,22.5797835339,113.9259551112,4,12,83.744965,83.617768,0.000000,-2,18
554218800,22.5797835331,113.9259550968,4,12,83.719696,83.837636,0.000000,5,-2
554218900,22.5797835509,113.9259550971,4,12,83.731598,83.985838,0.000000,-19,3
554219000,22.5797835526,113.9259550989,4,12,83.800934,84.056902,0.000000,24,-1
554219100,22.5797835507,113.9259550909,4,12,83.847504,83.982899,0.000000,5,2
554219200,22.5797835411,113.9259550964,4,12,83.879456,84.271350,0.000000,3,-9
554219300,22.5797835598,113.9259551020,4,12,83.954231,84.490671,0.000000,-17,8
554219400,22.5797835610,113.9259551025,4,12,83.949043,84.418758,0.000000,24,8
554219500,22.5797835619,113.9259550968,4,12,84.194099,84.417915,0.000000,5,-4
554219600,22.5797835599,113.9259550951,4,12,84.268852,84.347999,0.000000,1,-3
554219700,22.5797835541,113.9259550945,4,12,84.320679,84.492879,0.000000,-3,-2
554219800,22.5797835558,113.9259551017,4,12,84.365753,84.422108,0.000000,-6,1
554219900,22.5797835571,113.9259550967,4,12,84.387993,84.133199,0.000000,-3,10
554220000,22.5797835611,113.9259550903,4,12,84.380424,84.201974,0.000000,4,-4
554220100,22.5797835427,113.9259551076,4,12,84.340096,83.987301,0.000000,12,-7
554220200,22.5797835535,113.9259550942,4,12,84.302788,83.910266,0.000000,-23,17
554220300,22.5797835561,113.9259550974,4,12,84.185539,83.765011,0.000000,11,-10
554220400,22.5797835499,113.9259550965,4,12,84.083847,83.757812,0.000000,4,4
554220500,22.5797835472,113.9259551059,4,12,84.017166,83.903913,0.000000,0,1
554220600,22.5797835359,113.9259551348,4,12,84.012894,84.197328,0.000000,-5,10
554220700,22.5797835329,113.9259551817,4,12,84.014114,84.420438,0.000000,3,32
554220800,22.5797835492,113.9259552650,4,12,84.197464,84.855938,0.000000,-5,51
554220900,22.5797835310,113.9259553522,4,12,84.366997,85.216093,0.000000,24,86
554221000,22.5797835401,113.9259554788,4,12,84.557129,84.928175,0.000000,-26,91
