444516400,22.5798381537,113.9267611446,4,13,0.000000,285.405502,0,0,0.000000
444516600,22.5798381621,113.9267611364,4,13,0.000000,285.460269,3,-1,271.523987
444516800,22.5798381699,113.9267611500,4,13,0.000000,285.506675,5,-4,271.584015
444517000,22.5798381636,113.9267611431,4,13,0.000000,285.680946,9,10,271.489990
444517200,22.5798381718,113.9267611654,4,13,0.000000,285.833539,3,-21,271.536987
444517400,22.5798381572,113.9267611629,4,13,0.000000,285.536958,3,16,271.381012
444517600,22.5798381730,113.9267611356,4,13,0.000000,285.470114,5,-7,271.395996
444517800,22.5798381646,113.9267611447,4,13,0.000000,285.488912,7,-7,271.592010
444518000,22.5798381625,113.9267611326,4,13,0.000000,285.862655,1,-8,271.526001
444518200,22.5798381810,113.9267611330,4,13,0.000000,285.979898,4,0,271.610992
444518400,22.5798381795,113.9267611023,4,13,0.000000,285.546458,3,4,271.612000
444518600,22.5798381770,113.9267611210,4,13,0.000000,286.037511,3,-21,271.829010
444518800,22.5798381784,113.9267611351,4,13,0.000000,285.652436,-2,5,271.696014
444519000,22.5798381855,113.9267611557,4,13,0.000000,285.623428,6,1,271.596985
444519200,22.5798381774,113.9267611741,4,13,0.000000,285.440216,4,12,271.453003
444519400,22.5798381826,113.9267611546,4,13,0.000000,285.498418,-3,2,271.321014
444519600,22.5798382026,113.9267611273,4,13,0.000000,285.508172,2,-6,271.459991
444519800,22.5798381743,113.9267611404,4,13,0.000000,285.422536,7,-8,271.657013
444520000,22.5798381811,113.9267611454,4,13,0.000000,285.460560,-4,-13,271.558014
444520200,22.5798382001,113.9267611297,4,13,0.000000,285.690135,4,3,271.524994
444520400,22.5798381787,113.9267611811,4,13,0.000000,285.997752,5,0,271.640015
444520600,22.5798381783,113.9267611413,4,13,0.000000,285.854001,-5,11,271.272003
444520800,22.5798381792,113.9267611647,4,13,0.000000,285.489117,7,-15,271.553009
444521000,22.5798381791,113.9267611213,4,13,0.000000,285.823173,3,2,271.388000
444521200,22.5798381792,113.9267611235,4,13,0.000000,285.546588,-2,-20,271.694000
444521400,22.5798381844,113.9267611234,4,13,0.000000,285.765374,-1,2,271.678986
444521600,22.5798381836,113.9267611565,4,13,0.000000,285.299137,3,4,271.679993
444521800,22.5798381796,113.9267611370,4,13,0.000000,285.508026,-5,10,271.446014
444522000,22.5798381970,113.9267611460,4,13,0.000000,285.642669,1,-7,271.583008
444522200,22.5798381719,113.9267611867,4,13,0.000000,285.527104,6,-5,271.523010
444522400,22.5798381733,113.9267611758,4,13,0.000000,285.661261,-7,10,271.230988
444522600,22.5798381748,113.9267611728,4,13,0.000000,285.794960,-5,-1,271.308014
444522800,22.5798381825,113.9267611528,4,13,0.000000,285.879801,-1,-2,271.329987
444523000,22.5798381791,113.9267611708,4,13,0.000000,285.908836,0,-2,271.471985
444523200,22.5798381726,113.9267611869,4,13,0.000000,285.813258,3,-2,271.343994
444523400,22.5798381787,113.9267611722,4,13,0.000000,285.603743,-4,13,271.230011
444523600,22.5798381805,113.9267611563,4,13,0.000000,285.556045,0,-6,271.334015
444523800,22.5798381637,113.9267611635,4,13,0.000000,285.439859,5,-11,271.446991
444524000,22.5798381659,113.9267611594,4,13,0.000000,285.780662,-10,15,271.393005
444524200,22.5798381585,113.9267611655,4,13,0.000000,285.634492,0,-7,271.423004
444524400,22.5798381664,113.9267611664,4,13,0.000000,285.653786,1,2,271.377991
444524600,22.5798381556,113.9267611639,4,13,0.000000,285.254139,-3,13,271.372986
444524800,22.5798381685,113.9267611770,4,13,0.000000,285.497341,3,-14,271.389008
444525000,22.5798381583,113.9267611713,4,13,0.000000,285.732713,0,16,271.299011
444525200,22.5798381724,113.9267611672,4,13,0.000000,286.003223,-1,-11,271.337006
444525400,22.5798381653,113.9267611554,4,13,0.000000,285.952290,7,-3,271.368011
444525600,22.5798381609,113.9267611627,4,13,0.000000,285.939698,-2,11,271.450989
444525800,22.5798381597,113.9267611633,4,13,0.000000,285.884786,5,-11,271.398010
444526000,22.5798381665,113.9267611423,4,13,0.000000,285.885801,5,1,271.394012
444526200,22.5798381668,113.9267611530,4,13,0.000000,285.751706,4,-3,271.542999
444526400,22.5798381737,113.9267611244,4,13,0.000000,285.966349,8,-14,271.467987
444526600,22.5798381769,113.9267611079,4,13,0.000000,285.487122,10,-40,271.670990
444526800,22.5798381983,113.9267610959,4,13,276.170175,284.583994,12,-111,271.787994
444527000,22.5798381995,113.9267611602,4,13,275.630683,283.476075,14,-142,271.877991
444527200,22.5798381893,113.9267611786,4,13,274.200622,282.008273,13,-177,271.424011
444527400,22.5798381836,113.9267612004,4,13,269.758247,281.095055,-1,-237,271.290985
444527600,22.5798381925,113.9267612226,4,13,273.279839,279.935727,20,-349,271.135986
444527800,22.5798381810,113.9267612572,4,13,273.911572,277.571045,24,-351,270.980011
444528000,22.5798381881,113.9267612059,4,13,270.633777,276.186397,5,-452,270.734009
444528200,22.5798381828,113.9267612857,4,13,274.223757,276.405546,37,-501,271.097992
444528400,22.5798381426,113.9267613123,4,13,272.927348,277.491354,27,-528,270.532990
444528600,22.5798381638,113.9267612990,4,13,269.628558,278.687986,-4,-617,270.342987
444528800,22.5798381739,113.9267613386,4,13,272.252531,278.992747,26,-661,270.437012
444529000,22.5798381679,113.9267613018,4,13,272.379115,277.716347,29,-698,270.157990
444529200,22.5798381779,113.9267613407,4,13,272.002034,277.385261,28,-801,270.417999
444529400,22.5798382218,113.9267613313,4,13,271.994569,277.946402,28,-804,270.143005
444529600,22.5798381873,113.9267613898,4,13,271.857936,279.036243,29,-894,270.210999
444529800,22.5798382189,113.9267614014,4,13,269.244495,278.813915,-12,-910,269.795990
444530000,22.5798382151,113.9267614866,4,13,270.236758,277.684240,4,-968,269.712006
444530200,22.5798381883,113.9267615941,4,13,271.611193,275.986043,29,-1031,269.108002
444530400,22.5798381846,113.9267616017,4,13,270.222940,276.000486,4,-1028,268.350006
444530600,22.5798381813,113.9267616516,4,13,270.152382,276.797695,3,-1128,268.296997
444530800,22.5798381536,113.9267616551,4,13,269.426540,277.052107,-11,-1099,267.945007
444531000,22.5798382094,113.9267615849,4,13,269.798433,277.891434,-4,-1137,267.928009
444531200,22.5798381744,113.9267616214,4,13,270.049866,277.437820,1,-1149,268.410004
444531400,22.5798382085,113.9267615839,4,13,269.301914,276.154660,-14,-1149,268.161011
444531600,22.5798382103,113.9267616217,4,13,270.787521,275.684912,16,-1164,268.417999
444531800,22.5798382260,113.9267615972,4,13,269.187687,275.895249,-17,-1199,268.148987
444532000,22.5798381786,113.9267616364,4,13,269.348940,276.461680,-14,-1232,268.319000
444532200,22.5798381713,113.9267616303,4,13,268.601683,276.851002,-30,-1229,268.053009
444532400,22.5798382230,113.9267616218,4,13,270.226107,277.598904,5,-1267,268.098999
444532600,22.5798381956,113.9267616264,4,13,270.138173,277.040089,3,-1244,268.145996
