441890400,22.5798346436,113.9267574922,3,14,0.000000,284.305327,0,0,0
441890600,22.5798346383,113.9267574938,3,14,0.000000,283.191656,3,-2,0
441890800,22.5798346294,113.9267575248,3,14,0.000000,283.133948,-1,2,0
441891000,22.5798346637,113.9267575044,3,14,0.000000,283.124285,10,-7,0
441891200,22.5798346156,113.9267575300,3,14,0.000000,282.820259,17,0,0
441891400,22.5798345835,113.9267575152,3,14,0.000000,282.746582,-5,-3,0
441891600,22.5798346168,113.9267575271,3,14,0.000000,282.971719,1,-3,0
441891800,22.5798345636,113.9267575332,3,14,0.000000,283.106682,20,6,0
441892000,22.5798345844,113.9267575237,3,14,0.000000,283.472801,-8,2,0
441892200,22.5798345537,113.9267575283,3,14,0.000000,283.852929,20,1,0
441892400,22.5798345074,113.9267575304,3,14,0.000000,283.447550,1,10,0
441892600,22.5798345298,113.9267575139,3,14,0.000000,283.222989,-3,-4,0
441892800,22.5798344992,113.9267574995,3,14,0.000000,282.249340,13,-5,0
441893000,22.5798344936,113.9267574822,3,14,0.000000,282.715793,-6,0,0
441893200,22.5798344887,113.9267575070,3,14,0.000000,282.754449,7,-2,0
441893400,22.5798344322,113.9267575042,3,14,0.000000,282.401569,12,6,0
441893600,22.5798343970,113.9267574995,3,14,0.000000,282.278124,-12,1,0
441893800,22.5798343814,113.9267575115,3,14,0.000000,282.155230,3,3,0
441894000,22.5798343582,113.9267575099,3,14,0.000000,282.184148,-5,6,0
441894200,22.5798343628,113.9267574727,3,14,0.000000,282.377765,1,-2,0
441894400,22.5798343558,113.9267574864,3,14,0.000000,282.892176,3,-3,0
441894600,22.5798343333,113.9267574468,3,14,0.000000,282.544054,-3,7,0
441976600,22.5798329601,113.9267557090,3,14,0.000000,282.861761,0,0,0
441976800,22.5798329644,113.9267557011,3,14,0.000000,282.221414,-1,1,0
441977000,22.5798329537,113.9267556979,3,14,0.000000,282.606573,3,-4,0
441977200,22.5798329739,113.9267556997,3,14,0.000000,282.505199,5,2,0
441977400,22.5798329676,113.9267556848,3,14,0.000000,282.589443,7,1,0
441977600,22.5798329862,113.9267556754,3,14,0.000000,282.727320,-1,-6,0
441977800,22.5798329761,113.9267556694,3,14,0.000000,282.552965,8,-5,0
441978000,22.5798329837,113.9267556691,3,14,0.000000,283.080338,2,-3,0
441978200,22.5798329818,113.9267556666,3,14,0.000000,282.339736,6,-5,0
441978400,22.5798330055,113.9267556616,3,14,0.000000,282.430306,1,7,0
441978600,22.5798329962,113.9267556371,3,14,0.000000,282.159120,14,0,0
441978800,22.5798330055,113.9267556483,3,14,0.000000,282.597305,2,-4,0
441979000,22.5798330131,113.9267556388,3,14,0.000000,282.482525,7,0,0
441979200,22.5798330203,113.9267556356,3,14,0.000000,282.645783,4,4,0
441979400,22.5798330293,113.9267556216,3,14,0.000000,282.235229,3,-3,0
441979600,22.5798330199,113.9267555924,3,14,0.000000,282.661279,3,-6,0
441979800,22.5798330537,113.9267555845,3,14,0.000000,282.536387,0,-5,0
441980000,22.5798330549,113.9267555960,3,14,0.000000,282.649274,12,0,0
441980200,22.5798330392,113.9267555674,3,14,0.000000,282.892991,3,0,0
441980400,22.5798330557,113.9267555440,3,14,0.000000,283.356267,-3,-7,0
441980600,22.5798330642,113.9267555573,3,14,0.000000,283.374627,12,-7,0
441980800,22.5798330756,113.9267555567,3,14,0.000000,283.097881,-1,6,0
441981000,22.5798330867,113.9267555226,3,14,0.000000,282.661279,2,5,0
441981200,22.5798330947,113.9267555214,3,14,0.000000,282.786721,4,-12,0
441981400,22.5798330984,113.9267554880,3,14,0.000000,282.703234,5,4,0
441981600,22.5798330997,113.9267554778,3,14,0.000000,282.775684,-7,-7,0
441981800,22.5798331053,113.9267554908,3,14,0.000000,282.510599,0,1,0
