0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
27.506748,351.253845
54.104935,349.695160
79.878326,353.400085
104.159546,352.467407
126.116669,344.054596
147.163574,351.104156
166.579315,351.104156
183.638428,343.254242
199.368027,344.703461
214.337509,351.253845
228.122314,353.176544
240.612366,353.176544
252.005890,354.143982
261.013000,341.413086
269.562866,345.618591
277.056305,343.529572
284.160767,347.042419
290.885590,350.299622
297.129333,352.212982
301.858337,343.529572
306.162506,344.054596
310.570892,349.350769
313.181396,336.131683
314.870972,329.717560
316.894928,334.672638
319.462402,342.006897
321.707184,341.413086
324.579193,349.786041
325.771362,336.232880
327.024292,338.017548
328.807343,344.450195
329.411560,334.712036
330.162567,336.750214
331.202301,340.322144
331.717743,336.238434
332.567169,340.016907
333.132263,338.088287
334.275360,344.300323
335.549835,346.726715
336.635406,346.155609
337.732422,347.352875
338.966705,349.790771
304.550415,2.739336
274.175720,7.808992
247.310150,11.717435
223.040588,10.213973
236.948334,358.908783
248.673630,351.495422
258.552917,345.186523
267.624573,347.175598
275.206573,341.694397
281.724670,338.883087
288.036713,343.387909
293.611877,342.501465
299.496033,351.095184
305.336182,356.549164
274.936401,8.356567
247.258148,4.543758
222.536743,5.751402
236.510986,359.053040
248.964111,358.167145
260.136292,358.106628
269.286499,349.525757
277.775116,352.212982
285.083313,349.169922
291.897217,351.649261
298.474762,356.153961
303.446320,347.042419
307.786957,345.850525
311.837555,347.357849
315.807739,350.622925
320.008881,356.849274
322.527283,344.611542
325.925415,355.724152
328.206726,348.211823
330.365753,349.298645
331.527466,341.714661
331.621613,332.447174
332.193604,337.209412
333.195923,341.985321
333.376526,334.960205
334.271667,342.121307
334.939148,340.792328
336.303650,348.269226
338.046417,353.329041
339.516235,352.405365
341.436249,358.273010
342.993561,356.649933
308.327515,4.336405
278.320190,15.182006
251.646820,17.744673
228.467102,25.201124
207.891388,27.460224
189.623230,29.427456
173.313141,30.287952
158.313416,26.778839
144.301697,21.431168
130.824600,12.642152
119.626732,21.431168
108.549416,11.410983
98.665359,11.990835
90.663826,20.497341
82.410591,10.036902
75.245865,12.417446
68.163956,6.061789
61.983574,7.787018
55.638733,0.000000
50.919956,9.540382
46.668354,9.385518
42.284920,3.846030
39.028675,10.474235
35.525272,4.803486
33.016537,11.017112
30.764603,11.017112
28.053127,4.275841
26.415688,12.056763
23.711691,0.000000
22.164951,8.601385
20.296476,3.911572
18.665705,4.365258
53.437073,358.351654
84.578598,357.662689
112.312576,355.515381
100.889664,0.720664
90.982979,4.109998
82.665413,9.727579
74.870895,6.519802
68.043297,8.171234
61.717556,6.246316
56.829590,13.966371
53.772152,26.961100
51.553383,32.096714
49.259380,29.142979
47.761951,34.630798
47.044636,40.754391
46.654537,43.233730
47.093369,50.941521
46.788860,44.118595
46.517338,44.136311
46.807732,49.354221
47.178032,50.425224
47.429585,49.635464
47.944214,52.457054
47.810360,46.636578
48.514458,54.688786
48.650555,49.844002
48.503582,47.214756
49.202324,55.329681
49.622131,53.303463
49.513016,48.556183
48.362461,38.273117
48.759571,52.241867
49.742706,58.363964
49.702938,49.354221
50.172825,54.293308
51.344254,61.616646
51.784042,55.640621
52.114056,55.007980
51.841476,49.451176
51.108025,44.676296
50.324314,43.451843
48.349510,31.032209
47.695271,41.958157
46.438431,35.417053
45.915459,41.329453
45.676708,43.583080
47.687119,65.316681
50.085163,71.113914
53.300697,81.498123
56.609730,85.627068
59.916321,88.912239
62.883011,88.898293
65.357185,87.053551
67.444595,85.749344
68.854912,81.222183
69.036644,70.630241
68.628403,65.048485
68.213776,64.577858
68.714401,73.104454
70.004105,81.313644
72.292946,92.364082
74.519783,94.047203
77.063469,99.369385
79.374748,99.642639
81.307846,98.259438
83.464241,102.373955
85.554886,103.888000
87.637962,105.904701
89.776474,108.529343
92.161964,113.080620
94.335197,113.392548
96.429848,114.798134
98.310089,114.798134
99.894394,113.787376
100.917809,109.892258
101.524757,106.847198
101.953033,105.708641
101.990089,102.315018
101.461563,96.826859
100.626312,93.301865
99.691269,91.491737
99.306786,95.935173
99.527069,101.458755
100.625938,110.262070
102.170799,115.717857
104.151962,121.525040
106.578117,127.853416
108.718712,127.489845
110.841881,129.460205
113.166603,133.552399
115.074837,131.808380
116.790329,131.833679
117.275986,121.534790
117.033257,114.904770
117.265007,119.297264
118.269463,127.077675
119.965157,134.834885
121.901482,138.881378
123.634979,138.836243
125.559044,142.431412
127.568886,145.193466
129.583527,147.250229
131.348831,146.829025
133.458389,151.957413
135.564346,154.031754
137.997726,159.336395
140.165482,159.174789
141.605240,154.230667
142.305161,148.442871
142.496872,144.178085
143.009842,147.508102
144.146103,154.110123
146.095856,163.193542
148.562607,170.193909
151.066040,173.018936
154.027817,180.000000
157.181732,184.838898
159.750412,182.275452
160.052811,162.704605
160.351868,162.974365
161.438354,170.965836
163.195938,178.608475
165.060837,181.414429
166.689041,180.966919
168.338623,182.804077
170.550110,189.942856
172.451614,189.126175
175.177917,199.085190
177.630585,199.138412
180.207764,202.807373
182.943695,206.935486
186.157730,214.342056
188.295029,207.037262
189.779907,202.801010
190.515518,196.966141
190.767319,192.975327
191.575638,198.663834
192.508682,200.690674
194.126801,208.316360
196.321167,215.563858
198.877365,221.293060
202.334503,232.650650
205.551651,233.763184
207.518890,224.769897
208.505127,217.153534
209.187469,215.170944
209.811813,215.286743
210.969208,221.118622
212.040451,221.434250
213.143555,222.816757
214.271225,224.159943
215.987045,231.033249
217.901413,234.688782
220.454758,242.845306
223.371170,248.945496
226.521881,254.150848
230.040817,260.898865
233.269638,261.583618
234.933441,249.523483
235.511337,240.579025
235.948318,239.780304
236.417679,240.533554
237.592087,247.890549
239.187073,253.173660
241.454514,261.337952
244.669525,272.862396
247.970734,276.919525
250.073029,268.508270
251.049377,259.611145
251.737823,257.774872
252.677872,260.921234
253.729446,262.950836
254.916672,265.327545
255.905136,264.573181
256.734344,264.005920
257.854614,267.678467
259.393127,272.884552
261.603943,280.990875
264.105286,286.039948
267.020630,292.585663
270.590546,301.895660
274.229431,306.139282
276.836334,299.696655
277.928375,287.504486
278.403473,282.569794
279.440674,288.536011
280.278503,287.625488
281.785370,294.999268
283.912231,302.562866
286.911774,313.215149
290.141357,318.462067
292.821075,316.319946
294.308228,307.349335
295.894592,309.805573
297.131622,307.979218
298.428955,309.805573
299.583191,309.704773
301.075470,314.161591
301.812500,308.275635
