Attempting to open the serial port...
Attempting to configure the serial port...
Configured the baud rate...
Configured the flow control...
Configured the number of data bits...
Configured the parity...
Configured the number of stop bits... done.
oktow,lat,lon,rtk status, satallites num,h_accuracy,v_accuracy
lat,lon,466885500,22.5798456125,113.9267532533,4,12,13,24
 lat,lon,466885600,22.5798456098,113.9267532448,4,12,13,25
 lat,lon,466885700,22.5798456264,113.9267532150,4,12,13,25
 lat,lon,466885800,22.5798456086,113.9267532168,4,12,14,25
 lat,lon,466885900,22.5798456078,113.9267531807,4,12,14,26
 lat,lon,466886000,22.5798456256,113.9267532069,4,12,14,26
 lat,lon,466886100,22.5798456365,113.9267531815,4,12,14,27
 lat,lon,466886200,22.5798456256,113.9267532048,4,12,15,27
 lat,lon,466886300,22.5798456205,113.9267532014,4,12,15,27
 lat,lon,466886400,22.5798456292,113.9267532071,4,12,15,28
 lat,lon,466886500,22.5798456253,113.9267532100,4,12,15,28
 lat,lon,466886600,22.5798456196,113.9267532113,4,12,15,28
 lat,lon,466886700,22.5798456098,113.9267531967,4,12,16,29
 lat,lon,466886800,22.5798456350,113.9267532092,4,12,16,29
 lat,lon,466886900,22.5798456253,113.9267532173,4,12,16,30
 lat,lon,466887000,22.5798456260,113.9267531913,4,12,16,30
 lat,lon,466887100,22.5798456227,113.9267531842,4,12,17,30
 lat,lon,466887200,22.5798456365,113.9267532195,4,12,17,31
 lat,lon,466887300,22.5798456415,113.9267532133,4,12,17,31
 lat,lon,466887400,22.5798456475,113.9267532229,4,12,17,31
 lat,lon,466887500,22.5798456006,113.9267532284,4,12,13,24
 lat,lon,466887600,22.5798456135,113.9267532423,4,12,13,24
 lat,lon,466887700,22.5798456203,113.9267532436,4,12,13,25
 lat,lon,466887800,22.5798456508,113.9267532475,4,12,13,25
 lat,lon,466887900,22.5798456356,113.9267532457,4,12,14,25
 lat,lon,466888000,22.5798456399,113.9267532643,4,12,14,26
 lat,lon,466888100,22.5798456414,113.9267532477,4,12,14,26
 lat,lon,466888200,22.5798456485,113.9267532546,4,12,14,27
 lat,lon,466888300,22.5798456687,113.9267532525,4,12,15,27
 lat,lon,466888400,22.5798456322,113.9267532553,4,12,15,27
 lat,lon,466888500,22.5798456378,113.9267532645,4,12,15,28
 lat,lon,466888600,22.5798456678,113.9267532934,4,12,15,28
 lat,lon,466888700,22.5798456772,113.9267532849,4,12,16,28
 lat,lon,466888800,22.5798456554,113.9267532778,4,12,16,29
 lat,lon,466888900,22.5798456339,113.9267532752,4,12,16,29
 lat,lon,466889000,22.5798456474,113.9267532921,4,12,16,29
 lat,lon,466889100,22.5798456350,113.9267533018,4,12,16,30
 lat,lon,466889200,22.5798456407,113.9267533048,4,12,17,30
 lat,lon,466889300,22.5798456377,113.9267532993,4,12,17,30
 lat,lon,466889400,22.5798456560,113.9267533088,4,12,17,31
 lat,lon,466889500,22.5798456082,113.9267532484,4,12,13,23
 lat,lon,466889600,22.5798456023,113.9267532719,4,12,13,24
 lat,lon,466889700,22.5798456020,113.9267532455,4,12,13,24
 lat,lon,466889800,22.5798456010,113.9267532285,4,12,13,25
 lat,lon,466889900,22.5798455845,113.9267532630,4,12,14,25
 lat,lon,466890000,22.5798456080,113.9267532821,4,12,14,25
 lat,lon,466890100,22.5798455696,113.9267532563,4,12,14,26
 lat,lon,466890200,22.5798455796,113.9267532378,4,12,14,26
 lat,lon,466890300,22.5798455836,113.9267532470,4,12,15,26
 lat,lon,466890400,22.5798455824,113.9267532434,4,12,15,27
 lat,lon,466890500,22.5798455880,113.9267532510,4,12,15,27
 lat,lon,466890600,22.5798456113,113.9267532556,4,12,15,28
 lat,lon,466890700,22.5798455773,113.9267532571,4,12,15,28
 lat,lon,466890800,22.5798455911,113.9267532249,4,12,16,28
 lat,lon,466890900,22.5798455936,113.9267532304,4,12,16,29
 lat,lon,466891000,22.5798456002,113.9267532411,4,12,16,29
 lat,lon,466891100,22.5798455667,113.9267532445,4,12,16,29
 lat,lon,466891200,22.5798455722,113.9267532639,4,12,17,30
 lat,lon,466891300,22.5798455797,113.9267532293,4,12,17,30
 lat,lon,466891400,22.5798455726,113.9267532229,4,12,17,30
 lat,lon,466891500,22.5798455970,113.9267532240,4,12,13,23
 lat,lon,466891600,22.5798455904,113.9267532380,4,12,13,24
 lat,lon,466891700,22.5798455929,113.9267532000,4,12,13,24
 lat,lon,466891800,22.5798456088,113.9267532344,4,12,13,24
 lat,lon,466891900,22.5798455786,113.9267532425,4,12,14,25
 lat,lon,466892000,22.5798455926,113.9267532068,4,12,14,25
 lat,lon,466892100,22.5798455797,113.9267532221,4,12,14,26
 lat,lon,466892200,22.5798456055,113.9267532184,4,12,14,26
 lat,lon,466892300,22.5798455737,113.9267531886,4,12,15,26
 lat,lon,466892400,22.5798455844,113.9267532113,4,12,15,27
 lat,lon,466892500,22.5798456091,113.9267532501,4,12,15,27
 lat,lon,466892600,22.5798456003,113.9267532358,4,12,15,27
 lat,lon,466892700,22.5798455903,113.9267532176,4,12,15,28
 lat,lon,466892800,22.5798455594,113.9267531967,4,12,16,28
 lat,lon,466892900,22.5798455567,113.9267532143,4,12,16,28
 lat,lon,466893000,22.5798455799,113.9267532302,4,12,16,29
 lat,lon,466893100,22.5798455960,113.9267532198,4,12,16,29
 lat,lon,466893200,22.5798455688,113.9267532000,4,12,17,29
 lat,lon,466893300,22.5798455794,113.9267532037,4,12,17,30
 lat,lon,466893400,22.5798455916,113.9267532117,4,12,17,30
 lat,lon,466893500,22.5798455748,113.9267532178,4,12,13,23
 lat,lon,466893600,22.5798456033,113.9267532381,4,12,13,24
 lat,lon,466893700,22.5798456157,113.9267531978,4,12,13,24
 lat,lon,466893800,22.5798456013,113.9267531902,4,12,13,24
 lat,lon,466893900,22.5798455832,113.9267531817,4,12,14,25
 lat,lon,466894000,22.5798455657,113.9267531956,4,12,14,25
 lat,lon,466894100,22.5798455973,113.9267532073,4,12,14,26
 lat,lon,466894200,22.5798455902,113.9267532212,4,12,14,26
 lat,lon,466894300,22.5798455823,113.9267532237,4,12,15,26
 lat,lon,466894400,22.5798455784,113.9267532392,4,12,15,27
 lat,lon,466894500,22.5798455836,113.9267532316,4,12,15,27
 lat,lon,466894600,22.5798455843,113.9267532233,4,12,15,27
 lat,lon,466894700,22.5798455700,113.9267532413,4,12,15,28
 lat,lon,466894800,22.5798455826,113.9267532457,4,12,16,28
