Attempting to open the serial port...
Attempting to configure the serial port...
Configured the baud rate...
Configured the flow control...
Configured the number of data bits...
Configured the parity...
Configured the number of stop bits... done.
1519539813.d%d 620,23032990,-47,182,17001,-3,-14,-2,-495 
1519539813.d%d 640,23032990,-47,182,17001,-3,-14,-2,-495 
1519539813.d%d 660,23032990,-47,182,17001,-3,-14,-2,-495 
1519539813.d%d 681,23033010,-65,192,17016,-2,-13,-1,-495 
1519539813.d%d 702,23033070,-56,212,17036,-5,-10,-2,-495 
1519539813.d%d 723,23033090,-56,211,17031,-1,-11,0,-495 
1519539813.d%d 744,23033090,-56,211,17031,-1,-11,0,-495 
1519539813.d%d 765,23033130,-31,220,17016,0,-17,-2,-503 
1519539813.d%d 786,23033170,-58,187,16998,0,-15,-1,-495 
1519539813.d%d 807,23033191,-65,203,17021,-1,-13,-1,-503 
1519539813.d%d 828,23033191,-65,203,17021,-1,-13,-1,-503 
1519539813.d%d 849,23033191,-65,203,17021,-1,-13,-1,-503 
1519539813.d%d 869,23033191,-65,203,17021,-1,-13,-1,-503 
1519539813.d%d 891,23033211,-58,231,17002,-3,-11,1,-503 
1519539813.d%d 911,23033251,-52,198,16996,-3,-14,-3,-519 
1519539813.d%d 931,23033291,-52,213,17008,1,-14,-3,-511 
1519539813.d%d 952,23033331,-53,211,17013,-6,-15,-4,-503 
1519539813.d%d 972,23033351,-52,207,17013,-3,-17,0,-519 
1519539813.d%d 993,23033371,-66,191,17018,0,-16,1,-519 
1519539814.d%d 13,23033392,-49,207,17001,-2,-16,3,-503 
1519539814.d%d 34,23033392,-49,207,17001,-2,-16,3,-503 
1519539814.d%d 56,23033392,-49,207,17001,-2,-16,3,-503 
1519539814.d%d 77,23033412,-75,213,17046,-3,-16,1,-503 
1519539814.d%d 97,23033472,-51,195,17010,-3,-19,0,-487 
1519539814.d%d 118,23033492,-85,204,17016,-5,-16,-4,-487 
1519539814.d%d 139,23033492,-85,204,17016,-5,-16,-4,-487 
1519539814.d%d 160,23033532,-43,192,17003,1,-15,0,-487 
1519539814.d%d 181,23033552,-64,184,17005,-6,-17,-1,-479 
1519539814.d%d 202,23033572,-53,202,17008,-3,-15,-1,-479 
1519539814.d%d 223,23033593,-65,208,17013,-2,-15,-2,-495 
1519539814.d%d 243,23033593,-65,208,17013,-2,-15,-2,-495 
1519539814.d%d 264,23033593,-65,208,17013,-2,-15,-2,-495 
1519539814.d%d 285,23033613,-53,207,17001,-6,-16,-4,-495 
1519539814.d%d 306,23033633,-78,201,17032,-7,-11,0,-495 
1519539814.d%d 326,23033693,-72,215,17012,-4,-17,-1,-511 
1519539814.d%d 347,23033693,-72,215,17012,-4,-17,-1,-511 
1519539814.d%d 368,23033733,-48,161,16996,-3,-15,3,-519 
1519539814.d%d 388,23033753,-43,177,17004,-1,-13,0,-503 
1519539814.d%d 408,23033774,-76,207,17023,-2,-15,-1,-503 
1519539814.d%d 429,23033794,-80,215,17038,-1,-15,3,-511 
1519539814.d%d 450,23033794,-80,215,17038,-1,-15,3,-511 
1519539814.d%d 470,23033794,-80,215,17038,-1,-15,3,-511 
1519539814.d%d 491,23033794,-80,215,17038,-1,-15,3,-511 
1519539814.d%d 512,23033894,-71,211,17015,-2,-13,-1,-479 
1519539814.d%d 532,23033894,-71,211,17015,-2,-13,-1,-479 
1519539814.d%d 553,23033934,-48,211,16991,-3,-15,-1,-503 
1519539814.d%d 573,23033954,-71,213,17020,0,-11,0,-527 
1519539814.d%d 595,23033975,-68,223,17018,-4,-11,-2,-527 
1519539814.d%d 615,23033995,-39,230,17030,-3,-15,-2,-503 
1519539814.d%d 636,23033995,-39,230,17030,-3,-15,-2,-503 
1519539814.d%d 657,23033995,-39,230,17030,-3,-15,-2,-503 
1519539814.d%d 678,23033995,-39,230,17030,-3,-15,-2,-503 
1519539814.d%d 698,23034075,-39,200,17010,-2,-14,-4,-487 
1519539814.d%d 719,23034095,-67,211,17044,-1,-14,-3,-487 
1519539814.d%d 740,23034095,-67,211,17044,-1,-14,-3,-487 
1519539814.d%d 761,23034135,-64,214,17017,-6,-15,-2,-503 
1519539814.d%d 782,23034155,-84,225,17039,-8,-13,1,-519 
1519539814.d%d 803,23034176,-81,204,17041,-5,-16,0,-519 
1519539814.d%d 823,23034196,-80,181,17040,3,-14,1,-511 
1519539814.d%d 844,23034196,-80,181,17040,3,-14,1,-511 
1519539814.d%d 865,23034196,-80,181,17040,3,-14,1,-511 
1519539814.d%d 886,23034196,-80,181,17040,3,-14,1,-511 
1519539814.d%d 907,23034256,-55,207,17001,-1,-11,-3,-511 
1519539814.d%d 928,23034296,-75,207,17032,-5,-17,2,-495 
1519539814.d%d 949,23034316,-47,203,17057,-1,-14,0,-495 
1519539814.d%d 970,23034336,-47,211,17054,-2,-10,-2,-495 
1519539814.d%d 991,23034377,-70,183,17002,-1,-11,-1,-511 
1519539815.d%d 12,23034377,-70,183,17002,-1,-11,-1,-511 
1519539815.d%d 32,23034397,-57,200,17039,-2,-10,-2,-495 
1519539815.d%d 52,23034397,-57,200,17039,-2,-10,-2,-495 
1519539815.d%d 73,23034397,-57,200,17039,-2,-10,-2,-495 
1519539815.d%d 93,23034397,-57,200,17039,-2,-10,-2,-495 
1519539815.d%d 113,23034477,-53,229,17046,-2,-11,0,-503 
1519539815.d%d 134,23034477,-53,229,17046,-2,-11,0,-503 
1519539815.d%d 155,23034537,-54,212,17028,0,-11,1,-503 
1519539815.d%d 175,23034558,-79,219,17041,0,-13,-3,-503 
1519539815.d%d 195,23034578,-60,217,17030,-4,-11,-2,-503 
1519539815.d%d 216,23034578,-60,217,17030,-4,-11,-2,-503 
1519539815.d%d 237,23034578,-60,217,17030,-4,-11,-2,-503 
1519539815.d%d 257,23034598,-57,200,17028,-4,-11,-1,-495 
1519539815.d%d 277,23034598,-57,200,17028,-4,-11,-1,-495 
1519539815.d%d 298,23034618,-70,195,17023,-2,-15,-1,-495 
1519539815.d%d 318,23034618,-70,195,17023,-2,-15,-1,-495 
1519539815.d%d 339,23034618,-70,195,17023,-2,-15,-1,-495 
1519539815.d%d 360,23034618,-70,195,17023,-2,-15,-1,-495 
1519539815.d%d 380,23034638,-46,191,17026,-3,-14,-1,-495 
1519539815.d%d 401,23034698,-77,211,16997,-3,-10,1,-511 
1519539815.d%d 422,23034779,-72,202,17037,2,-9,-1,-511 
1519539815.d%d 443,23034779,-72,202,17037,2,-9,-1,-511 
1519539815.d%d 464,23034799,-56,194,17031,-2,-14,1,-511 
1519539815.d%d 484,23034799,-56,194,17031,-2,-14,1,-511 
1519539815.d%d 505,23034879,-48,214,17022,0,-13,-4,-495 
1519539815.d%d 525,23034879,-48,214,17022,0,-13,-4,-495 
1519539815.d%d 546,23034879,-48,214,17022,0,-13,-4,-495 
1519539815.d%d 566,23034939,-34,212,17069,-2,-12,-1,-519 
1519539815.d%d 587,23034960,-59,201,17049,-7,-15,1,-511 
1519539815.d%d 607,23034980,-50,186,17072,-3,-12,-5,-511 
1519539815.d%d 628,23034980,-50,186,17072,-3,-12,-5,-511 
1519539815.d%d 649,23034980,-50,186,17072,-3,-12,-5,-511 
1519539815.d%d 669,23035000,-58,182,17066,-2,-11,-6,-503 
1519539815.d%d 690,23035000,-58,182,17066,-2,-11,-6,-503 
1519539815.d%d 711,23035080,-62,205,17039,-3,-12,0,-495 
1519539815.d%d 733,23035080,-62,205,17039,-3,-12,0,-495 
1519539815.d%d 753,23035120,-56,193,17027,-3,-18,1,-495 
1519539815.d%d 774,23035140,-66,209,17035,-4,-13,-1,-495 
1519539815.d%d 795,23035181,-28,208,17026,-4,-12,-4,-495 
1519539815.d%d 816,23035181,-28,208,17026,-4,-12,-4,-495 
1519539815.d%d 837,23035181,-28,208,17026,-4,-12,-4,-495 
1519539815.d%d 857,23035181,-28,208,17026,-4,-12,-4,-495 
1519539815.d%d 878,23035201,-39,207,17039,-4,-11,-2,-503 
1519539815.d%d 899,23035241,-43,194,17015,-1,-16,-2,-503 
1519539815.d%d 919,23035281,-40,203,17013,-2,-12,-2,-495 
1519539815.d%d 940,23035281,-40,203,17013,-2,-12,-2,-495 
1519539815.d%d 960,23035342,-43,187,17013,-2,-11,2,-503 
1519539815.d%d 981,23035362,-67,204,17040,0,-11,-1,-495 
1519539816.d%d 2,23035382,-48,225,17024,-3,-13,-3,-495 
1519539816.d%d 23,23035382,-48,225,17024,-3,-13,-3,-495 
1519539816.d%d 44,23035382,-48,225,17024,-3,-13,-3,-495 
1519539816.d%d 65,23035382,-48,225,17024,-3,-13,-3,-495 
1519539816.d%d 85,23035402,-45,216,17024,-2,-12,-3,-511 
1519539816.d%d 105,23035482,-35,214,17017,-2,-12,-5,-495 
1519539816.d%d 126,23035482,-35,214,17017,-2,-12,-5,-495 
1519539816.d%d 147,23035482,-35,214,17017,-2,-12,-5,-495 
1519539816.d%d 168,23035543,-42,214,17027,-4,-14,-1,-487 
1519539816.d%d 188,23035563,-50,173,17020,-5,-13,-2,-503 
1519539816.d%d 209,23035583,-62,207,17035,-4,-13,-5,-503 
1519539816.d%d 230,23035583,-62,207,17035,-4,-13,-5,-503 
1519539816.d%d 251,23035583,-62,207,17035,-4,-13,-5,-503 
1519539816.d%d 271,23035583,-62,207,17035,-4,-13,-5,-503 
1519539816.d%d 292,23035603,-75,221,17030,-3,-14,1,-495 
1519539816.d%d 312,23035683,-45,221,17038,1,-14,1,-511 
1519539816.d%d 333,23035683,-45,221,17038,1,-14,1,-511 
1519539816.d%d 353,23035723,-60,183,17029,2,-13,-1,-495 
1519539816.d%d 373,23035744,-56,208,17069,-1,-15,-1,-495 
1519539816.d%d 394,23035764,-44,208,17014,-3,-11,-2,-511 
1519539816.d%d 415,23035784,-51,206,17012,-3,-11,-2,-511 
1519539816.d%d 436,23035784,-51,206,17012,-3,-11,-2,-511 
