Attempting to open the serial port...
Attempting to configure the serial port...
Configured the baud rate...
Configured the flow control...
Configured the number of data bits...
Configured the parity...
Configured the number of stop bits... done.
oktow,lat,lon,rtk status, satallites num,h_accuracy,v_accuracy
lat,lon,452193400,22.5797418568,113.9262574675,4,12,9,34
 lat,lon,452193500,22.5797418616,113.9262574607,4,12,9,34
 lat,lon,452193600,22.5797418596,113.9262574563,4,12,9,35
 lat,lon,452193700,22.5797418519,113.9262574589,4,12,9,35
 lat,lon,452193800,22.5797418625,113.9262574673,4,12,9,36
 lat,lon,452193900,22.5797418858,113.9262574679,4,12,10,36
 lat,lon,452194000,22.5797418648,113.9262574712,4,12,10,37
 lat,lon,452194100,22.5797418678,113.9262574862,4,12,10,37
 lat,lon,452194200,22.5797418635,113.9262574852,4,12,10,38
 lat,lon,452194300,22.5797418635,113.9262574983,4,12,10,38
 lat,lon,452194400,22.5797418714,113.9262574938,4,12,10,39
 lat,lon,452194500,22.5797418804,113.9262574874,4,12,10,39
 lat,lon,452194600,22.5797418738,113.9262574952,4,12,10,40
 lat,lon,452194700,22.5797418829,113.9262575003,4,12,10,40
 lat,lon,452194800,22.5797418751,113.9262574861,4,12,11,41
 lat,lon,452194900,22.5797418662,113.9262574894,4,12,11,41
 lat,lon,452195000,22.5797418640,113.9262574847,4,12,11,42
 lat,lon,452195100,22.5797418696,113.9262574837,4,12,11,42
 lat,lon,452195200,22.5797418622,113.9262574282,4,12,9,33
 lat,lon,452195300,22.5797418411,113.9262574129,4,12,9,33
 lat,lon,452195400,22.5797418210,113.9262573922,4,12,9,34
 lat,lon,452195500,22.5797418217,113.9262574071,4,12,9,34
 lat,lon,452195600,22.5797418335,113.9262574258,4,12,9,35
 lat,lon,452195700,22.5797418198,113.9262574213,4,12,9,35
 lat,lon,452195800,22.5797418452,113.9262574289,4,12,9,36
 lat,lon,452195900,22.5797418383,113.9262574289,4,12,9,36
 lat,lon,452196000,22.5797418278,113.9262574378,4,12,10,37
 lat,lon,452196100,22.5797418522,113.9262574498,4,12,10,37
 lat,lon,452196200,22.5797418601,113.9262574543,4,12,10,38
 lat,lon,452196300,22.5797418535,113.9262574434,4,12,10,38
 lat,lon,452196400,22.5797418347,113.9262574352,4,12,10,39
 lat,lon,452196500,22.5797418331,113.9262574285,4,12,10,39
 lat,lon,452196600,22.5797418467,113.9262574363,4,12,10,40
